Stage,Xmom,Ymom,timestamp,DateTimeTZ
-0.044,0,0,1065378600,2003-10-06 04:30:00+10:00
-0.014,0,0,1065379500,2003-10-06 04:45:00+10:00
-0.004,0,0,1065380400,2003-10-06 05:00:00+10:00
0.036,0,0,1065381300,2003-10-06 05:15:00+10:00
0.026,0,0,1065382200,2003-10-06 05:30:00+10:00
0.036,0,0,1065383100,2003-10-06 05:45:00+10:00
0.036,0,0,1065384000,2003-10-06 06:00:00+10:00
-0.004,0,0,1065384900,2003-10-06 06:15:00+10:00
0.016,0,0,1065385800,2003-10-06 06:30:00+10:00
-0.034,0,0,1065386700,2003-10-06 06:45:00+10:00
-0.074,0,0,1065387600,2003-10-06 07:00:00+10:00
-0.074,0,0,1065388500,2003-10-06 07:15:00+10:00
-0.114,0,0,1065389400,2003-10-06 07:30:00+10:00
-0.174,0,0,1065390300,2003-10-06 07:45:00+10:00
-0.184,0,0,1065391200,2003-10-06 08:00:00+10:00
-0.234,0,0,1065392100,2003-10-06 08:15:00+10:00
-0.304,0,0,1065393000,2003-10-06 08:30:00+10:00
-0.314,0,0,1065393900,2003-10-06 08:45:00+10:00
-0.354,0,0,1065394800,2003-10-06 09:00:00+10:00
-0.404,0,0,1065395700,2003-10-06 09:15:00+10:00
-0.454,0,0,1065396600,2003-10-06 09:30:00+10:00
-0.464,0,0,1065397500,2003-10-06 09:45:00+10:00
-0.494,0,0,1065398400,2003-10-06 10:00:00+10:00
-0.544,0,0,1065399300,2003-10-06 10:15:00+10:00
-0.534,0,0,1065400200,2003-10-06 10:30:00+10:00
-0.544,0,0,1065401100,2003-10-06 10:45:00+10:00
-0.574,0,0,1065402000,2003-10-06 11:00:00+10:00
-0.524,0,0,1065402900,2003-10-06 11:15:00+10:00
-0.564,0,0,1065403800,2003-10-06 11:30:00+10:00
-0.544,0,0,1065404700,2003-10-06 11:45:00+10:00
-0.494,0,0,1065405600,2003-10-06 12:00:00+10:00
-0.474,0,0,1065406500,2003-10-06 12:15:00+10:00
-0.474,0,0,1065407400,2003-10-06 12:30:00+10:00
-0.424,0,0,1065408300,2003-10-06 12:45:00+10:00
-0.354,0,0,1065409200,2003-10-06 13:00:00+10:00
-0.364,0,0,1065410100,2003-10-06 13:15:00+10:00
-0.294,0,0,1065411000,2003-10-06 13:30:00+10:00
-0.234,0,0,1065411900,2003-10-06 13:45:00+10:00
-0.204,0,0,1065412800,2003-10-06 14:00:00+10:00
-0.094,0,0,1065413700,2003-10-06 14:15:00+10:00
-0.074,0,0,1065414600,2003-10-06 14:30:00+10:00
-0.034,0,0,1065415500,2003-10-06 14:45:00+10:00
0.076,0,0,1065416400,2003-10-06 15:00:00+10:00
0.136,0,0,1065417300,2003-10-06 15:15:00+10:00
0.166,0,0,1065418200,2003-10-06 15:30:00+10:00
0.216,0,0,1065419100,2003-10-06 15:45:00+10:00
0.276,0,0,1065420000,2003-10-06 16:00:00+10:00
0.296,0,0,1065420900,2003-10-06 16:15:00+10:00
0.346,0,0,1065421800,2003-10-06 16:30:00+10:00
0.356,0,0,1065422700,2003-10-06 16:45:00+10:00
0.376,0,0,1065423600,2003-10-06 17:00:00+10:00
0.386,0,0,1065424500,2003-10-06 17:15:00+10:00
0.396,0,0,1065425400,2003-10-06 17:30:00+10:00
0.406,0,0,1065426300,2003-10-06 17:45:00+10:00
0.376,0,0,1065427200,2003-10-06 18:00:00+10:00
0.366,0,0,1065428100,2003-10-06 18:15:00+10:00
0.326,0,0,1065429000,2003-10-06 18:30:00+10:00
0.316,0,0,1065429900,2003-10-06 18:45:00+10:00
0.256,0,0,1065430800,2003-10-06 19:00:00+10:00
0.206,0,0,1065431700,2003-10-06 19:15:00+10:00
0.166,0,0,1065432600,2003-10-06 19:30:00+10:00
0.086,0,0,1065433500,2003-10-06 19:45:00+10:00
0.046,0,0,1065434400,2003-10-06 20:00:00+10:00
-0.034,0,0,1065435300,2003-10-06 20:15:00+10:00
-0.124,0,0,1065436200,2003-10-06 20:30:00+10:00
-0.164,0,0,1065437100,2003-10-06 20:45:00+10:00
-0.264,0,0,1065438000,2003-10-06 21:00:00+10:00
-0.324,0,0,1065438900,2003-10-06 21:15:00+10:00
-0.384,0,0,1065439800,2003-10-06 21:30:00+10:00
-0.484,0,0,1065440700,2003-10-06 21:45:00+10:00
-0.514,0,0,1065441600,2003-10-06 22:00:00+10:00
-0.594,0,0,1065442500,2003-10-06 22:15:00+10:00
-0.654,0,0,1065443400,2003-10-06 22:30:00+10:00
-0.714,0,0,1065444300,2003-10-06 22:45:00+10:00
-0.754,0,0,1065445200,2003-10-06 23:00:00+10:00
-0.794,0,0,1065446100,2003-10-06 23:15:00+10:00
-0.814,0,0,1065447000,2003-10-06 23:30:00+10:00
-0.844,0,0,1065447900,2003-10-06 23:45:00+10:00
-0.864,0,0,1065448800,2003-10-07 00:00:00+10:00
-0.894,0,0,1065449700,2003-10-07 00:15:00+10:00
-0.844,0,0,1065450600,2003-10-07 00:30:00+10:00
-0.834,0,0,1065451500,2003-10-07 00:45:00+10:00
-0.854,0,0,1065452400,2003-10-07 01:00:00+10:00
-0.804,0,0,1065453300,2003-10-07 01:15:00+10:00
-0.754,0,0,1065454200,2003-10-07 01:30:00+10:00
-0.744,0,0,1065455100,2003-10-07 01:45:00+10:00
-0.684,0,0,1065456000,2003-10-07 02:00:00+10:00
-0.614,0,0,1065456900,2003-10-07 02:15:00+10:00
-0.604,0,0,1065457800,2003-10-07 02:30:00+10:00
-0.534,0,0,1065458700,2003-10-07 02:45:00+10:00
-0.454,0,0,1065459600,2003-10-07 03:00:00+10:00
-0.414,0,0,1065460500,2003-10-07 03:15:00+10:00
-0.354,0,0,1065461400,2003-10-07 03:30:00+10:00
-0.264,0,0,1065462300,2003-10-07 03:45:00+10:00
-0.224,0,0,1065463200,2003-10-07 04:00:00+10:00
-0.174,0,0,1065464100,2003-10-07 04:15:00+10:00
-0.124,0,0,1065465000,2003-10-07 04:30:00+10:00
-0.044,0,0,1065465900,2003-10-07 04:45:00+10:00
-0.014,0,0,1065466800,2003-10-07 05:00:00+10:00
0.026,0,0,1065467700,2003-10-07 05:15:00+10:00
0.066,0,0,1065468600,2003-10-07 05:30:00+10:00
0.076,0,0,1065469500,2003-10-07 05:45:00+10:00
0.086,0,0,1065470400,2003-10-07 06:00:00+10:00
0.116,0,0,1065471300,2003-10-07 06:15:00+10:00
0.106,0,0,1065472200,2003-10-07 06:30:00+10:00
0.086,0,0,1065473100,2003-10-07 06:45:00+10:00
0.106,0,0,1065474000,2003-10-07 07:00:00+10:00
0.066,0,0,1065474900,2003-10-07 07:15:00+10:00
0.046,0,0,1065475800,2003-10-07 07:30:00+10:00
0.016,0,0,1065476700,2003-10-07 07:45:00+10:00
-0.034,0,0,1065477600,2003-10-07 08:00:00+10:00
-0.044,0,0,1065478500,2003-10-07 08:15:00+10:00
-0.094,0,0,1065479400,2003-10-07 08:30:00+10:00
-0.164,0,0,1065480300,2003-10-07 08:45:00+10:00
-0.194,0,0,1065481200,2003-10-07 09:00:00+10:00
-0.234,0,0,1065482100,2003-10-07 09:15:00+10:00
-0.304,0,0,1065483000,2003-10-07 09:30:00+10:00
-0.324,0,0,1065483900,2003-10-07 09:45:00+10:00
-0.394,0,0,1065484800,2003-10-07 10:00:00+10:00
-0.454,0,0,1065485700,2003-10-07 10:15:00+10:00
-0.444,0,0,1065486600,2003-10-07 10:30:00+10:00
-0.504,0,0,1065487500,2003-10-07 10:45:00+10:00
-0.554,0,0,1065488400,2003-10-07 11:00:00+10:00
-0.554,0,0,1065489300,2003-10-07 11:15:00+10:00
-0.574,0,0,1065490200,2003-10-07 11:30:00+10:00
-0.584,0,0,1065491100,2003-10-07 11:45:00+10:00
-0.584,0,0,1065492000,2003-10-07 12:00:00+10:00
-0.584,0,0,1065492900,2003-10-07 12:15:00+10:00
-0.584,0,0,1065493800,2003-10-07 12:30:00+10:00
-0.554,0,0,1065494700,2003-10-07 12:45:00+10:00
-0.534,0,0,1065495600,2003-10-07 13:00:00+10:00
-0.504,0,0,1065496500,2003-10-07 13:15:00+10:00
-0.504,0,0,1065497400,2003-10-07 13:30:00+10:00
-0.454,0,0,1065498300,2003-10-07 13:45:00+10:00
-0.354,0,0,1065499200,2003-10-07 14:00:00+10:00
-0.344,0,0,1065500100,2003-10-07 14:15:00+10:00
-0.294,0,0,1065501000,2003-10-07 14:30:00+10:00
-0.214,0,0,1065501900,2003-10-07 14:45:00+10:00
-0.164,0,0,1065502800,2003-10-07 15:00:00+10:00
-0.074,0,0,1065503700,2003-10-07 15:15:00+10:00
-0.004,0,0,1065504600,2003-10-07 15:30:00+10:00
0.016,0,0,1065505500,2003-10-07 15:45:00+10:00
0.106,0,0,1065506400,2003-10-07 16:00:00+10:00
0.186,0,0,1065507300,2003-10-07 16:15:00+10:00
0.216,0,0,1065508200,2003-10-07 16:30:00+10:00
0.286,0,0,1065509100,2003-10-07 16:45:00+10:00
0.326,0,0,1065510000,2003-10-07 17:00:00+10:00
0.356,0,0,1065510900,2003-10-07 17:15:00+10:00
0.416,0,0,1065511800,2003-10-07 17:30:00+10:00
0.436,0,0,1065512700,2003-10-07 17:45:00+10:00
0.436,0,0,1065513600,2003-10-07 18:00:00+10:00
0.446,0,0,1065514500,2003-10-07 18:15:00+10:00
0.456,0,0,1065515400,2003-10-07 18:30:00+10:00
0.446,0,0,1065516300,2003-10-07 18:45:00+10:00
0.426,0,0,1065517200,2003-10-07 19:00:00+10:00
0.396,0,0,1065518100,2003-10-07 19:15:00+10:00
0.366,0,0,1065519000,2003-10-07 19:30:00+10:00
0.326,0,0,1065519900,2003-10-07 19:45:00+10:00
0.266,0,0,1065520800,2003-10-07 20:00:00+10:00
0.206,0,0,1065521700,2003-10-07 20:15:00+10:00
0.136,0,0,1065522600,2003-10-07 20:30:00+10:00
0.086,0,0,1065523500,2003-10-07 20:45:00+10:00
0.016,0,0,1065524400,2003-10-07 21:00:00+10:00
-0.074,0,0,1065525300,2003-10-07 21:15:00+10:00
-0.124,0,0,1065526200,2003-10-07 21:30:00+10:00
-0.204,0,0,1065527100,2003-10-07 21:45:00+10:00
-0.284,0,0,1065528000,2003-10-07 22:00:00+10:00
-0.364,0,0,1065528900,2003-10-07 22:15:00+10:00
-0.414,0,0,1065529800,2003-10-07 22:30:00+10:00
-0.504,0,0,1065530700,2003-10-07 22:45:00+10:00
-0.554,0,0,1065531600,2003-10-07 23:00:00+10:00
-0.624,0,0,1065532500,2003-10-07 23:15:00+10:00
-0.674,0,0,1065533400,2003-10-07 23:30:00+10:00
-0.714,0,0,1065534300,2003-10-07 23:45:00+10:00
-0.754,0,0,1065535200,2003-10-08 00:00:00+10:00
-0.754,0,0,1065536100,2003-10-08 00:15:00+10:00
-0.784,0,0,1065537000,2003-10-08 00:30:00+10:00
-0.824,0,0,1065537900,2003-10-08 00:45:00+10:00
-0.794,0,0,1065538800,2003-10-08 01:00:00+10:00
-0.794,0,0,1065539700,2003-10-08 01:15:00+10:00
-0.794,0,0,1065540600,2003-10-08 01:30:00+10:00
-0.754,0,0,1065541500,2003-10-08 01:45:00+10:00
-0.744,0,0,1065542400,2003-10-08 02:00:00+10:00
-0.694,0,0,1065543300,2003-10-08 02:15:00+10:00
-0.614,0,0,1065544200,2003-10-08 02:30:00+10:00
-0.604,0,0,1065545100,2003-10-08 02:45:00+10:00
-0.544,0,0,1065546000,2003-10-08 03:00:00+10:00
-0.474,0,0,1065546900,2003-10-08 03:15:00+10:00
-0.404,0,0,1065547800,2003-10-08 03:30:00+10:00
-0.344,0,0,1065548700,2003-10-08 03:45:00+10:00
-0.274,0,0,1065549600,2003-10-08 04:00:00+10:00
-0.214,0,0,1065550500,2003-10-08 04:15:00+10:00
-0.144,0,0,1065551400,2003-10-08 04:30:00+10:00
-0.084,0,0,1065552300,2003-10-08 04:45:00+10:00
-0.024,0,0,1065553200,2003-10-08 05:00:00+10:00
0.046,0,0,1065554100,2003-10-08 05:15:00+10:00
0.056,0,0,1065555000,2003-10-08 05:30:00+10:00
0.126,0,0,1065555900,2003-10-08 05:45:00+10:00
0.176,0,0,1065556800,2003-10-08 06:00:00+10:00
0.176,0,0,1065557700,2003-10-08 06:15:00+10:00
0.216,0,0,1065558600,2003-10-08 06:30:00+10:00
0.216,0,0,1065559500,2003-10-08 06:45:00+10:00
0.216,0,0,1065560400,2003-10-08 07:00:00+10:00
0.236,0,0,1065561300,2003-10-08 07:15:00+10:00
0.216,0,0,1065562200,2003-10-08 07:30:00+10:00
0.216,0,0,1065563100,2003-10-08 07:45:00+10:00
0.176,0,0,1065564000,2003-10-08 08:00:00+10:00
0.116,0,0,1065564900,2003-10-08 08:15:00+10:00
0.096,0,0,1065565800,2003-10-08 08:30:00+10:00
0.076,0,0,1065566700,2003-10-08 08:45:00+10:00
-0.014,0,0,1065567600,2003-10-08 09:00:00+10:00
-0.034,0,0,1065568500,2003-10-08 09:15:00+10:00
-0.134,0,0,1065569400,2003-10-08 09:30:00+10:00
-0.174,0,0,1065570300,2003-10-08 09:45:00+10:00
-0.174,0,0,1065571200,2003-10-08 10:00:00+10:00
-0.304,0,0,1065572100,2003-10-08 10:15:00+10:00
-0.364,0,0,1065573000,2003-10-08 10:30:00+10:00
-0.394,0,0,1065573900,2003-10-08 10:45:00+10:00
-0.454,0,0,1065574800,2003-10-08 11:00:00+10:00
-0.474,0,0,1065575700,2003-10-08 11:15:00+10:00
-0.534,0,0,1065576600,2003-10-08 11:30:00+10:00
-0.604,0,0,1065577500,2003-10-08 11:45:00+10:00
-0.574,0,0,1065578400,2003-10-08 12:00:00+10:00
-0.564,0,0,1065579300,2003-10-08 12:15:00+10:00
-0.634,0,0,1065580200,2003-10-08 12:30:00+10:00
-0.634,0,0,1065581100,2003-10-08 12:45:00+10:00
-0.624,0,0,1065582000,2003-10-08 13:00:00+10:00
-0.614,0,0,1065582900,2003-10-08 13:15:00+10:00
-0.584,0,0,1065583800,2003-10-08 13:30:00+10:00
-0.594,0,0,1065584700,2003-10-08 13:45:00+10:00
-0.554,0,0,1065585600,2003-10-08 14:00:00+10:00
-0.504,0,0,1065586500,2003-10-08 14:15:00+10:00
-0.474,0,0,1065587400,2003-10-08 14:30:00+10:00
-0.414,0,0,1065588300,2003-10-08 14:45:00+10:00
-0.354,0,0,1065589200,2003-10-08 15:00:00+10:00
-0.304,0,0,1065590100,2003-10-08 15:15:00+10:00
-0.204,0,0,1065591000,2003-10-08 15:30:00+10:00
-0.164,0,0,1065591900,2003-10-08 15:45:00+10:00
-0.094,0,0,1065592800,2003-10-08 16:00:00+10:00
0.016,0,0,1065593700,2003-10-08 16:15:00+10:00
0.056,0,0,1065594600,2003-10-08 16:30:00+10:00
0.106,0,0,1065595500,2003-10-08 16:45:00+10:00
0.186,0,0,1065596400,2003-10-08 17:00:00+10:00
0.236,0,0,1065597300,2003-10-08 17:15:00+10:00
0.306,0,0,1065598200,2003-10-08 17:30:00+10:00
0.376,0,0,1065599100,2003-10-08 17:45:00+10:00
0.376,0,0,1065600000,2003-10-08 18:00:00+10:00
0.406,0,0,1065600900,2003-10-08 18:15:00+10:00
0.486,0,0,1065601800,2003-10-08 18:30:00+10:00
0.466,0,0,1065602700,2003-10-08 18:45:00+10:00
0.466,0,0,1065603600,2003-10-08 19:00:00+10:00
0.476,0,0,1065604500,2003-10-08 19:15:00+10:00
0.446,0,0,1065605400,2003-10-08 19:30:00+10:00
0.456,0,0,1065606300,2003-10-08 19:45:00+10:00
0.436,0,0,1065607200,2003-10-08 20:00:00+10:00
0.366,0,0,1065608100,2003-10-08 20:15:00+10:00
0.296,0,0,1065609000,2003-10-08 20:30:00+10:00
0.296,0,0,1065609900,2003-10-08 20:45:00+10:00
0.226,0,0,1065610800,2003-10-08 21:00:00+10:00
0.156,0,0,1065611700,2003-10-08 21:15:00+10:00
0.046,0,0,1065612600,2003-10-08 21:30:00+10:00
-0.014,0,0,1065613500,2003-10-08 21:45:00+10:00
-0.024,0,0,1065614400,2003-10-08 22:00:00+10:00
-0.144,0,0,1065615300,2003-10-08 22:15:00+10:00
-0.224,0,0,1065616200,2003-10-08 22:30:00+10:00
-0.324,0,0,1065617100,2003-10-08 22:45:00+10:00
-0.354,0,0,1065618000,2003-10-08 23:00:00+10:00
-0.394,0,0,1065618900,2003-10-08 23:15:00+10:00
-0.514,0,0,1065619800,2003-10-08 23:30:00+10:00
-0.554,0,0,1065620700,2003-10-08 23:45:00+10:00
-0.594,0,0,1065621600,2003-10-09 00:00:00+10:00
-0.644,0,0,1065622500,2003-10-09 00:15:00+10:00
-0.674,0,0,1065623400,2003-10-09 00:30:00+10:00
-0.714,0,0,1065624300,2003-10-09 00:45:00+10:00
-0.744,0,0,1065625200,2003-10-09 01:00:00+10:00
-0.724,0,0,1065626100,2003-10-09 01:15:00+10:00
-0.754,0,0,1065627000,2003-10-09 01:30:00+10:00
-0.744,0,0,1065627900,2003-10-09 01:45:00+10:00
-0.714,0,0,1065628800,2003-10-09 02:00:00+10:00
-0.694,0,0,1065629700,2003-10-09 02:15:00+10:00
-0.694,0,0,1065630600,2003-10-09 02:30:00+10:00
-0.614,0,0,1065631500,2003-10-09 02:45:00+10:00
-0.584,0,0,1065632400,2003-10-09 03:00:00+10:00
-0.544,0,0,1065633300,2003-10-09 03:15:00+10:00
-0.454,0,0,1065634200,2003-10-09 03:30:00+10:00
-0.414,0,0,1065635100,2003-10-09 03:45:00+10:00
-0.344,0,0,1065636000,2003-10-09 04:00:00+10:00
-0.244,0,0,1065636900,2003-10-09 04:15:00+10:00
-0.204,0,0,1065637800,2003-10-09 04:30:00+10:00
-0.124,0,0,1065638700,2003-10-09 04:45:00+10:00
-0.054,0,0,1065639600,2003-10-09 05:00:00+10:00
-0.014,0,0,1065640500,2003-10-09 05:15:00+10:00
0.076,0,0,1065641400,2003-10-09 05:30:00+10:00
0.146,0,0,1065642300,2003-10-09 05:45:00+10:00
0.176,0,0,1065643200,2003-10-09 06:00:00+10:00
0.226,0,0,1065644100,2003-10-09 06:15:00+10:00
0.276,0,0,1065645000,2003-10-09 06:30:00+10:00
0.316,0,0,1065645900,2003-10-09 06:45:00+10:00
0.336,0,0,1065646800,2003-10-09 07:00:00+10:00
0.326,0,0,1065647700,2003-10-09 07:15:00+10:00
0.366,0,0,1065648600,2003-10-09 07:30:00+10:00
0.366,0,0,1065649500,2003-10-09 07:45:00+10:00
0.346,0,0,1065650400,2003-10-09 08:00:00+10:00
0.346,0,0,1065651300,2003-10-09 08:15:00+10:00
0.296,0,0,1065652200,2003-10-09 08:30:00+10:00
0.266,0,0,1065653100,2003-10-09 08:45:00+10:00
0.256,0,0,1065654000,2003-10-09 09:00:00+10:00
0.186,0,0,1065654900,2003-10-09 09:15:00+10:00
0.116,0,0,1065655800,2003-10-09 09:30:00+10:00
0.076,0,0,1065656700,2003-10-09 09:45:00+10:00
0.006,0,0,1065657600,2003-10-09 10:00:00+10:00
-0.064,0,0,1065658500,2003-10-09 10:15:00+10:00
-0.124,0,0,1065659400,2003-10-09 10:30:00+10:00
-0.174,0,0,1065660300,2003-10-09 10:45:00+10:00
-0.234,0,0,1065661200,2003-10-09 11:00:00+10:00
-0.294,0,0,1065662100,2003-10-09 11:15:00+10:00
-0.354,0,0,1065663000,2003-10-09 11:30:00+10:00
-0.404,0,0,1065663900,2003-10-09 11:45:00+10:00
-0.454,0,0,1065664800,2003-10-09 12:00:00+10:00
-0.494,0,0,1065665700,2003-10-09 12:15:00+10:00
-0.534,0,0,1065666600,2003-10-09 12:30:00+10:00
-0.564,0,0,1065667500,2003-10-09 12:45:00+10:00
-0.584,0,0,1065668400,2003-10-09 13:00:00+10:00
-0.604,0,0,1065669300,2003-10-09 13:15:00+10:00
-0.604,0,0,1065670200,2003-10-09 13:30:00+10:00
-0.614,0,0,1065671100,2003-10-09 13:45:00+10:00
-0.604,0,0,1065672000,2003-10-09 14:00:00+10:00
-0.584,0,0,1065672900,2003-10-09 14:15:00+10:00
-0.564,0,0,1065673800,2003-10-09 14:30:00+10:00
-0.524,0,0,1065674700,2003-10-09 14:45:00+10:00
-0.484,0,0,1065675600,2003-10-09 15:00:00+10:00
-0.454,0,0,1065676500,2003-10-09 15:15:00+10:00
-0.384,0,0,1065677400,2003-10-09 15:30:00+10:00
-0.304,0,0,1065678300,2003-10-09 15:45:00+10:00
-0.264,0,0,1065679200,2003-10-09 16:00:00+10:00
-0.204,0,0,1065680100,2003-10-09 16:15:00+10:00
-0.134,0,0,1065681000,2003-10-09 16:30:00+10:00
-0.084,0,0,1065681900,2003-10-09 16:45:00+10:00
0.006,0,0,1065682800,2003-10-09 17:00:00+10:00
0.066,0,0,1065683700,2003-10-09 17:15:00+10:00
0.126,0,0,1065684600,2003-10-09 17:30:00+10:00
0.186,0,0,1065685500,2003-10-09 17:45:00+10:00
0.216,0,0,1065686400,2003-10-09 18:00:00+10:00
0.296,0,0,1065687300,2003-10-09 18:15:00+10:00
0.356,0,0,1065688200,2003-10-09 18:30:00+10:00
0.376,0,0,1065689100,2003-10-09 18:45:00+10:00
0.386,0,0,1065690000,2003-10-09 19:00:00+10:00
0.396,0,0,1065690900,2003-10-09 19:15:00+10:00
0.446,0,0,1065691800,2003-10-09 19:30:00+10:00
0.456,0,0,1065692700,2003-10-09 19:45:00+10:00
0.426,0,0,1065693600,2003-10-09 20:00:00+10:00
0.396,0,0,1065694500,2003-10-09 20:15:00+10:00
0.356,0,0,1065695400,2003-10-09 20:30:00+10:00
0.386,0,0,1065696300,2003-10-09 20:45:00+10:00
0.336,0,0,1065697200,2003-10-09 21:00:00+10:00
0.226,0,0,1065698100,2003-10-09 21:15:00+10:00
0.186,0,0,1065699000,2003-10-09 21:30:00+10:00
0.186,0,0,1065699900,2003-10-09 21:45:00+10:00
0.086,0,0,1065700800,2003-10-09 22:00:00+10:00
0.006,0,0,1065701700,2003-10-09 22:15:00+10:00
-0.074,0,0,1065702600,2003-10-09 22:30:00+10:00
-0.144,0,0,1065703500,2003-10-09 22:45:00+10:00
-0.174,0,0,1065704400,2003-10-09 23:00:00+10:00
-0.254,0,0,1065705300,2003-10-09 23:15:00+10:00
-0.344,0,0,1065706200,2003-10-09 23:30:00+10:00
-0.424,0,0,1065707100,2003-10-09 23:45:00+10:00
-0.454,0,0,1065708000,2003-10-10 00:00:00+10:00
-0.494,0,0,1065708900,2003-10-10 00:15:00+10:00
-0.584,0,0,1065709800,2003-10-10 00:30:00+10:00
-0.604,0,0,1065710700,2003-10-10 00:45:00+10:00
-0.624,0,0,1065711600,2003-10-10 01:00:00+10:00
-0.684,0,0,1065712500,2003-10-10 01:15:00+10:00
-0.714,0,0,1065713400,2003-10-10 01:30:00+10:00
-0.684,0,0,1065714300,2003-10-10 01:45:00+10:00
-0.694,0,0,1065715200,2003-10-10 02:00:00+10:00
-0.724,0,0,1065716100,2003-10-10 02:15:00+10:00
-0.674,0,0,1065717000,2003-10-10 02:30:00+10:00
-0.674,0,0,1065717900,2003-10-10 02:45:00+10:00
-0.624,0,0,1065718800,2003-10-10 03:00:00+10:00
-0.574,0,0,1065719700,2003-10-10 03:15:00+10:00
-0.544,0,0,1065720600,2003-10-10 03:30:00+10:00
-0.494,0,0,1065721500,2003-10-10 03:45:00+10:00
-0.434,0,0,1065722400,2003-10-10 04:00:00+10:00
-0.344,0,0,1065723300,2003-10-10 04:15:00+10:00
-0.284,0,0,1065724200,2003-10-10 04:30:00+10:00
-0.254,0,0,1065725100,2003-10-10 04:45:00+10:00
-0.204,0,0,1065726000,2003-10-10 05:00:00+10:00
-0.054,0,0,1065726900,2003-10-10 05:15:00+10:00
0.016,0,0,1065727800,2003-10-10 05:30:00+10:00
0.026,0,0,1065728700,2003-10-10 05:45:00+10:00
0.066,0,0,1065729600,2003-10-10 06:00:00+10:00
0.176,0,0,1065730500,2003-10-10 06:15:00+10:00
0.236,0,0,1065731400,2003-10-10 06:30:00+10:00
0.306,0,0,1065732300,2003-10-10 06:45:00+10:00
0.326,0,0,1065733200,2003-10-10 07:00:00+10:00
0.306,0,0,1065734100,2003-10-10 07:15:00+10:00
0.416,0,0,1065735000,2003-10-10 07:30:00+10:00
0.456,0,0,1065735900,2003-10-10 07:45:00+10:00
0.456,0,0,1065736800,2003-10-10 08:00:00+10:00
0.426,0,0,1065737700,2003-10-10 08:15:00+10:00
0.436,0,0,1065738600,2003-10-10 08:30:00+10:00
0.426,0,0,1065739500,2003-10-10 08:45:00+10:00
0.446,0,0,1065740400,2003-10-10 09:00:00+10:00
0.366,0,0,1065741300,2003-10-10 09:15:00+10:00
0.316,0,0,1065742200,2003-10-10 09:30:00+10:00
0.276,0,0,1065743100,2003-10-10 09:45:00+10:00
0.266,0,0,1065744000,2003-10-10 10:00:00+10:00
0.196,0,0,1065744900,2003-10-10 10:15:00+10:00
0.096,0,0,1065745800,2003-10-10 10:30:00+10:00
0.036,0,0,1065746700,2003-10-10 10:45:00+10:00
-0.014,0,0,1065747600,2003-10-10 11:00:00+10:00
-0.024,0,0,1065748500,2003-10-10 11:15:00+10:00
-0.134,0,0,1065749400,2003-10-10 11:30:00+10:00
-0.214,0,0,1065750300,2003-10-10 11:45:00+10:00
-0.254,0,0,1065751200,2003-10-10 12:00:00+10:00
-0.284,0,0,1065752100,2003-10-10 12:15:00+10:00
-0.344,0,0,1065753000,2003-10-10 12:30:00+10:00
-0.434,0,0,1065753900,2003-10-10 12:45:00+10:00
-0.494,0,0,1065754800,2003-10-10 13:00:00+10:00
-0.514,0,0,1065755700,2003-10-10 13:15:00+10:00
-0.484,0,0,1065756600,2003-10-10 13:30:00+10:00
-0.534,0,0,1065757500,2003-10-10 13:45:00+10:00
-0.544,0,0,1065758400,2003-10-10 14:00:00+10:00
-0.584,0,0,1065759300,2003-10-10 14:15:00+10:00
-0.544,0,0,1065760200,2003-10-10 14:30:00+10:00
-0.504,0,0,1065761100,2003-10-10 14:45:00+10:00
-0.514,0,0,1065762000,2003-10-10 15:00:00+10:00
-0.444,0,0,1065762900,2003-10-10 15:15:00+10:00
-0.454,0,0,1065763800,2003-10-10 15:30:00+10:00
-0.364,0,0,1065764700,2003-10-10 15:45:00+10:00
-0.324,0,0,1065765600,2003-10-10 16:00:00+10:00
-0.294,0,0,1065766500,2003-10-10 16:15:00+10:00
-0.204,0,0,1065767400,2003-10-10 16:30:00+10:00
-0.174,0,0,1065768300,2003-10-10 16:45:00+10:00
-0.084,0,0,1065769200,2003-10-10 17:00:00+10:00
-0.034,0,0,1065770100,2003-10-10 17:15:00+10:00
0.036,0,0,1065771000,2003-10-10 17:30:00+10:00
0.106,0,0,1065771900,2003-10-10 17:45:00+10:00
0.176,0,0,1065772800,2003-10-10 18:00:00+10:00
0.246,0,0,1065773700,2003-10-10 18:15:00+10:00
0.286,0,0,1065774600,2003-10-10 18:30:00+10:00
0.326,0,0,1065775500,2003-10-10 18:45:00+10:00
0.386,0,0,1065776400,2003-10-10 19:00:00+10:00
0.416,0,0,1065777300,2003-10-10 19:15:00+10:00
0.426,0,0,1065778200,2003-10-10 19:30:00+10:00
0.476,0,0,1065779100,2003-10-10 19:45:00+10:00
0.466,0,0,1065780000,2003-10-10 20:00:00+10:00
0.496,0,0,1065780900,2003-10-10 20:15:00+10:00
0.486,0,0,1065781800,2003-10-10 20:30:00+10:00
0.486,0,0,1065782700,2003-10-10 20:45:00+10:00
0.456,0,0,1065783600,2003-10-10 21:00:00+10:00
0.406,0,0,1065784500,2003-10-10 21:15:00+10:00
0.406,0,0,1065785400,2003-10-10 21:30:00+10:00
0.316,0,0,1065786300,2003-10-10 21:45:00+10:00
0.296,0,0,1065787200,2003-10-10 22:00:00+10:00
0.216,0,0,1065788100,2003-10-10 22:15:00+10:00
