     274.42708      .114
     274.43750      .137
     274.44792      .163
     274.45833      .189
     274.46875      .215
     274.47917      .236
     274.48958      .250
     274.50000      .256
     274.51042      .254
     274.52083      .249
     274.53125      .241
     274.54167      .232
     274.55208      .223
     274.56250      .213
     274.57292      .204
     274.58333      .194
     274.59375      .185
     274.60417      .177
     274.61458      .170
     274.62500      .162
     274.63542      .155
     274.64583      .149
     274.65625      .144
     274.66667      .138
     274.67708      .133
     274.68750      .127
     274.69792      .122
     274.70833      .118
     274.71875      .114
     274.72917      .109
     274.73958      .107
     274.75000      .103
     274.76042      .099
     274.77083      .095
     274.78125      .092
     274.79167      .088
     274.80208      .085
     274.81250      .082
     274.82292      .079
     274.83333      .076
     274.84375      .073
     274.85417      .070
     274.86458      .068
     274.87500      .065
     274.88542      .063
     274.89583      .060
     274.90625      .060
     274.91667      .062
     274.92708      .064
     274.93750      .068
     274.94792      .073
     274.95833      .081
     274.96875      .090
     274.97917      .100
     274.98958      .109
     275.00000      .115
     275.01042      .119
     275.02083      .122
     275.03125      .122
     275.04167      .120
     275.05208      .117
     275.06250      .116
     275.07292      .113
     275.08333      .109
     275.09375      .106
     275.10417      .103
     275.11458      .099
     275.12500      .096
     275.13542      .092
     275.14583      .089
     275.15625      .086
     275.16667      .083
     275.17708      .080
     275.18750      .077
     275.19792      .074
     275.20833      .071
     275.21875      .068
     275.22917      .066
     275.23958      .063
     275.25000      .061
     275.26042      .058
     275.27083      .056
     275.28125      .054
     275.29167      .052
     275.30208      .050
     275.31250      .049
     275.32292      .046
     275.33333      .045
     275.34375      .043
     275.35417      .041
     275.36458      .039
     275.37500      .037
     275.38542      .036
     275.39583      .037
     275.40625      .039
     275.41667      .043
     275.42708      .050
     275.43750      .061
     275.44792      .079
     275.45833      .102
     275.46875      .129
     275.47917      .159
     275.48958      .190
     275.50000      .215
     275.51042      .236
     275.52083      .248
     275.53125      .253
     275.54167      .250
     275.55208      .243
     275.56250      .236
     275.57292      .227
     275.58333      .218
     275.59375      .208
     275.60417      .200
     275.61458      .191
     275.62500      .183
     275.63542      .175
     275.64583      .167
     275.65625      .159
     275.66667      .153
     275.67708      .146
     275.68750      .140
     275.69792      .133
     275.70833      .129
     275.71875      .123
     275.72917      .119
     275.73958      .114
     275.75000      .109
     275.76042      .105
     275.77083      .101
     275.78125      .097
     275.79167      .093
     275.80208      .089
     275.81250      .086
     275.82292      .083
     275.83333      .079
     275.84375      .076
     275.85417      .074
     275.86458      .071
     275.87500      .068
     275.88542      .066
     275.89583      .063
     275.90625      .062
     275.91667      .060
     275.92708      .058
     275.93750      .057
     275.94792      .057
     275.95833      .058
     275.96875      .062
     275.97917      .065
     275.98958      .070
     276.00000      .075
     276.01042      .081
     276.02083      .085
     276.03125      .090
     276.04167      .093
     276.05208      .095
     276.06250      .095
     276.07292      .094
     276.08333      .093
     276.09375      .093
