265.000000	-0.04
265.010417	-0.05
265.020833	-0.06
265.031250	-0.06
265.041667	-0.07
265.052083	-0.08
265.062500	-0.09
265.072917	-0.09
265.083333	-0.10
265.093750	-0.11
265.104167	-0.11
265.114583	-0.12
265.125000	-0.12
265.135417	-0.13
265.145833	-0.13
265.156250	-0.13
265.166667	-0.12
265.177083	-0.12
265.187500	-0.11
265.197917	-0.10
265.208333	-0.09
265.218750	-0.07
265.229167	-0.06
265.239583	-0.04
265.250000	-0.02
265.260417	0.01
265.270833	0.02
265.281250	0.05
265.291667	0.06
265.302083	0.07
265.312500	0.08
265.322917	0.08
265.333333	0.07
265.343750	0.07
265.354167	0.06
265.364583	0.05
265.375000	0.03
265.385417	0.02
265.395833	0.01
265.406250	-0.01
265.416667	-0.02
265.427083	-0.03
265.437500	-0.04
265.447917	-0.04
265.458333	-0.05
265.468750	-0.06
265.479167	-0.06
265.489583	-0.07
265.500000	-0.08
265.510417	-0.08
265.520833	-0.09
265.531250	-0.09
265.541667	-0.09
265.552083	-0.10
265.562500	-0.09
265.572917	-0.09
265.583333	-0.08
265.593750	-0.08
265.604167	-0.06
265.614583	-0.04
265.625000	-0.02
265.635417	0.02
265.645833	0.06
265.656250	0.09
265.666667	0.13
265.677083	0.17
265.687500	0.21
265.697917	0.26
265.708333	0.30
265.718750	0.34
265.729167	0.38
265.739583	0.42
265.750000	0.45
265.760417	0.48
265.770833	0.50
265.781250	0.52
265.791667	0.53
265.802083	0.53
265.812500	0.52
265.822917	0.52
265.833333	0.49
265.843750	0.48
265.854167	0.44
265.864583	0.42
265.875000	0.40
265.885417	0.38
265.895833	0.36
265.906250	0.33
265.916667	0.30
265.927083	0.29
265.937500	0.26
265.947917	0.23
265.958333	0.21
265.968750	0.19
265.979167	0.16
265.989583	0.14
266.000000	0.13
266.010417	0.11
266.020833	0.09
266.031250	0.07
266.041667	0.06
266.052083	0.03
266.062500	0.02
266.072917	0.01
266.083333	-0.01
266.093750	-0.02
266.104167	-0.04
266.114583	-0.05
266.125000	-0.05
266.135417	-0.06
266.145833	-0.07
266.156250	-0.07
266.166667	-0.08
266.177083	-0.07
266.187500	-0.07
266.197917	-0.06
266.208333	-0.05
266.218750	-0.03
266.229167	-0.01
266.239583	0.02
266.250000	0.05
266.260417	0.08
266.270833	0.10
266.281250	0.12
266.291667	0.14
266.302083	0.16
266.312500	0.18
266.322917	0.19
266.333333	0.19
266.343750	0.18
266.354167	0.17
266.364583	0.16
266.375000	0.15
266.385417	0.14
266.395833	0.13
266.406250	0.11
266.416667	0.10
266.427083	0.09
266.437500	0.07
266.447917	0.06
266.458333	0.05
266.468750	0.02
266.479167	0.01
266.489583	-0.01
266.500000	-0.02
266.510417	-0.03
266.520833	-0.04
266.531250	-0.05
266.541667	-0.06
266.552083	-0.06
266.562500	-0.07
266.572917	-0.08
266.583333	-0.08
266.593750	-0.09
266.604167	-0.09
266.614583	-0.08
266.625000	-0.08
266.635417	-0.07
266.645833	-0.05
266.656250	-0.03
266.666667	0.01
266.677083	0.05
266.687500	0.09
266.697917	0.13
266.708333	0.17
266.718750	0.22
266.729167	0.27
266.739583	0.32
266.750000	0.37
266.760417	0.41
266.770833	0.45
266.781250	0.49
266.791667	0.52
266.802083	0.55
266.812500	0.57
266.822917	0.59
266.833333	0.58
266.843750	0.58
266.854167	0.57
266.864583	0.54
266.875000	0.52
266.885417	0.49
266.895833	0.48
266.906250	0.44
266.916667	0.42
266.927083	0.39
266.937500	0.36
266.947917	0.34
266.958333	0.31
266.968750	0.29
266.979167	0.26
266.989583	0.23
267.000000	0.21
267.010417	0.18
267.020833	0.17
267.031250	0.13
267.041667	0.12
267.052083	0.10
267.062500	0.08
267.072917	0.07
267.083333	0.05
267.093750	0.02
267.104167	0.01
267.114583	-0.01
267.125000	-0.02
267.135417	-0.04
267.145833	-0.04
267.156250	-0.05
