     274.52083     -.003
     274.53125     -.047
     274.54167     -.088
     274.55208     -.138
     274.56250     -.191
     274.57292     -.237
     274.58333     -.278
     274.59375     -.319
     274.60417     -.357
     274.61458     -.406
     274.62500     -.431
     274.63542     -.458
     274.64583     -.491
     274.65625     -.518
     274.66667     -.535
     274.67708     -.539
     274.68750     -.531
     274.69792     -.520
     274.70833     -.514
     274.71875     -.458
     274.72917     -.411
     274.73958     -.369
     274.75000     -.306
     274.76042     -.237
     274.77083     -.176
     274.78125     -.140
     274.79167     -.082
     274.80208      .005
     274.81250      .057
     274.82292      .097
     274.83333      .150
     274.84375      .185
     274.85417      .235
     274.86458      .257
     274.87500      .288
     274.88542      .289
     274.89583      .313
     274.90625      .324
     274.91667      .306
     274.92708      .297
     274.93750      .273
     274.94792      .269
     274.95833      .223
     274.96875      .172
     274.97917      .135
     274.98958      .096
     275.00000      .054
     275.01042      .011
     275.02083     -.049
     275.03125     -.089
     275.04167     -.129
     275.05208     -.182
     275.06250     -.233
     275.07292     -.279
     275.08333     -.314
     275.09375     -.355
     275.10417     -.406
     275.11458     -.447
     275.12500     -.479
     275.13542     -.504
     275.14583     -.523
     275.15625     -.545
     275.16667     -.561
     275.17708     -.558
     275.18750     -.524
     275.19792     -.527
     275.20833     -.505
     275.21875     -.442
     275.22917     -.397
     275.23958     -.327
     275.25000     -.281
     275.26042     -.236
     275.27083     -.154
     275.28125     -.092
     275.29167     -.032
     275.30208      .029
     275.31250      .084
     275.32292      .173
     275.33333      .227
     275.34375      .265
     275.35417      .301
     275.36458      .347
     275.37500      .417
     275.38542      .417
     275.39583      .451
     275.40625      .447
     275.41667      .473
     275.42708      .463
     275.43750      .455
     275.44792      .426
     275.45833      .408
     275.46875      .402
     275.47917      .308
     275.48958      .280
     275.50000      .248
     275.51042      .203
     275.52083      .153
     275.53125      .095
     275.54167      .044
     275.55208     -.008
     275.56250     -.038
     275.57292     -.098
     275.58333     -.143
     275.59375     -.193
     275.60417     -.232
     275.61458     -.271
     275.62500     -.320
     275.63542     -.354
     275.64583     -.392
     275.65625     -.424
     275.66667     -.450
     275.67708     -.492
     275.68750     -.503
     275.69792     -.520
     275.70833     -.518
     275.71875     -.515
     275.72917     -.509
     275.73958     -.479
     275.75000     -.467
     275.76042     -.384
     275.77083     -.342
     275.78125     -.292
     275.79167     -.232
     275.80208     -.197
     275.81250     -.115
     275.82292     -.091
     275.83333     -.009
     275.84375      .039
     275.85417      .066
     275.86458      .122
     275.87500      .137
     275.88542      .201
     275.89583      .221
     275.90625      .254
     275.91667      .234
     275.92708      .262
     275.93750      .269
     275.94792      .270
     275.95833      .227
     275.96875      .197
     275.97917      .226
     275.98958      .175
     276.00000      .147
     276.01042      .098
     276.02083      .084
     276.03125      .049
     276.04167      .015
     276.05208     -.032
     276.06250     -.075
     276.07292     -.106
     276.08333     -.138
     276.09375     -.180
     276.10417     -.226
     276.11458     -.263
     276.12500     -.290
     276.13542     -.332
     276.14583     -.350
     276.15625     -.379
     276.16667     -.396
     276.17708     -.413
     276.18750     -.423
     276.19792     -.417
     276.20833     -.417
     276.21875     -.399
     276.22917     -.382
     276.23958     -.327
     276.25000     -.309
     276.26042     -.248
     276.27083     -.220
     276.28125     -.182
     276.29167     -.120
     276.30208     -.068
     276.31250     -.010
     276.32292      .043
     276.33333      .092
