274.32292	-0.040
274.33333	-0.014
274.34375	0.016
274.35417	0.051
274.36458	0.089
274.37500	0.133
274.38542	0.173
274.39583	0.214
274.40625	0.252
274.41667	0.286
274.42708	0.316
274.43750	0.340
274.44792	0.351
274.45833	0.355
274.46875	0.347
274.47917	0.330
274.48958	0.310
274.50000	0.288
274.51042	0.267
274.52083	0.246
274.53125	0.226
274.54167	0.205
274.55208	0.182
274.56250	0.189
274.57292	0.149
274.58333	0.131
274.59375	0.115
274.60417	0.099
274.61458	0.084
274.62500	0.069
274.63542	0.057
274.64583	0.045
274.65625	0.032
274.66667	0.021
274.67708	0.010
274.68750	0.001
274.69792	-0.009
274.70833	-0.019
274.71875	-0.027
274.72917	-0.038
274.73958	-0.043
274.75000	-0.050
274.76042	-0.057
274.77083	-0.062
274.78125	-0.067
274.79167	-0.070
274.80208	-0.071
274.81250	-0.071
274.82292	-0.066
274.83333	-0.059
274.84375	-0.047
274.85417	-0.031
274.86458	-0.011
274.87500	0.015
274.88542	0.043
274.89583	0.073
274.90625	0.102
274.91667	0.132
274.92708	0.160
274.93750	0.184
274.94792	0.203
274.95833	0.219
274.96875	0.228
274.97917	0.219
274.98958	0.205
275.00000	0.192
275.01042	0.177
275.02083	0.162
275.03125	0.145
275.04167	0.129
275.05208	0.113
275.06250	0.098
275.07292	0.083
275.08333	0.069
275.09375	0.055
275.10417	0.042
275.11458	0.029
275.12500	0.018
275.13542	0.007
275.14583	-0.004
275.15625	-0.014
275.16667	-0.022
275.17708	-0.031
275.18750	-0.040
275.19792	-0.048
275.20833	-0.056
275.21875	-0.063
275.22917	-0.069
275.23958	-0.076
275.25000	-0.082
275.26042	-0.087
275.27083	-0.092
275.28125	-0.094
275.29167	-0.095
275.30208	-0.095
275.31250	-0.092
275.32292	-0.087
275.33333	-0.076
275.34375	-0.059
275.35417	-0.034
275.36458	-0.005
275.37500	0.029
275.38542	0.068
275.39583	0.111
275.40625	0.154
275.41667	0.195
275.42708	0.237
275.43750	0.274
275.44792	0.307
275.45833	0.332
275.46875	0.352
275.47917	0.367
275.48958	0.361
275.50000	0.344
275.51042	0.324
275.52083	0.304
275.53125	0.283
275.54167	0.265
275.55208	0.244
275.56250	0.222
275.57292	0.202
275.58333	0.185
275.59375	0.166
275.60417	0.148
275.61458	0.135
275.62500	0.112
275.63542	0.096
275.64583	0.080
275.65625	0.059
275.66667	0.050
275.67708	0.039
275.68750	0.027
275.69792	0.016
275.70833	0.004
275.71875	-0.005
275.72917	-0.016
275.73958	-0.024
275.75000	-0.033
275.76042	-0.041
275.77083	-0.048
275.78125	-0.057
275.79167	-0.061
275.80208	-0.067
275.81250	-0.072
275.82292	-0.076
275.83333	-0.078
275.84375	-0.074
275.85417	-0.071
275.86458	-0.063
275.87500	-0.052
275.88542	-0.039
275.89583	-0.021
275.90625	0.000
275.91667	0.025
275.92708	0.050
275.93750	0.075
275.94792	0.099
275.95833	0.124
275.96875	0.146
275.97917	0.162
275.98958	0.173
276.00000	0.182
276.01042	0.185
276.02083	0.178
276.03125	0.170
276.04167	0.157
276.05208	0.144
276.06250	0.131
276.07292	0.116
276.08333	0.101
276.09375	0.089
276.10417	0.076
276.11458	0.062
276.12500	0.050
276.13542	0.038
276.14583	0.027
